DL% UL%  Dled  Uled  Xfers  Live Total     Current  Left    Speed

--  --      0     0    12    12  --:--:-- --:--:-- --:--:--     0      
  5 --  1564M     0    12    12   0:29:47  0:03:12  0:28:04 15.2M      
  5 --  1572M     0    12    12   0:29:11  0:03:13  0:27:30 15.6M      
  5 --  1580M     0    12    12   0:29:07  0:03:13  0:27:26 15.6M      
  5 --  1588M     0    12    12   0:29:11  0:03:14  0:27:29 15.6M      
  5 --  1595M     0    12    12   0:29:34  0:03:14  0:27:50 15.4M      
  5 --  1602M     0    12    12   0:30:25  0:03:15  0:28:38 14.9M      
  5 --  1609M     0    12    12   0:30:27  0:03:15  0:28:39 14.9M      
  5 --  1617M     0    12    12   0:30:09  0:03:16  0:28:21 15.1M      
  5 --  1626M     0    12    12   0:29:28  0:03:16  0:27:42 15.4M      
  5 --  1634M     0    12    12   0:29:41  0:03:17  0:27:54 15.3M      
  6 --  1643M     0    12    12   0:29:09  0:03:17  0:27:23 15.6M      
  6 --  1651M     0    12    12   0:29:05  0:03:18  0:27:20 15.6M      
  6 --  1660M     0    12    12   0:28:22  0:03:18  0:26:38 16.0M      
  6 --  1669M     0    12    12   0:27:56  0:03:19  0:26:14 16.3M      
  6 --  1680M     0    12    12   0:26:23  0:03:19  0:24:46 17.2M      
  6 --  1689M     0    12    12   0:25:52  0:03:20  0:24:16 17.6M      
  6 --  1698M     0    12    12   0:25:42  0:03:20  0:24:07 17.7M      
  6 --  1707M     0    12    12   0:25:20  0:03:21  0:23:45 17.9M      
  6 --  1716M     0    12    12   0:25:04  0:03:21  0:23:30 18.1M      
  6 --  1725M     0    12    12   0:25:20  0:03:22  0:23:44 17.9M      
  6 --  1732M     0    12    12   0:25:32  0:03:22  0:23:55 17.8M      
  6 --  1740M     0    12    12   0:25:41  0:03:23  0:24:03 17.7M      
  6 --  1749M     0    12    12   0:25:46  0:03:23  0:24:07 17.6M      
  6 --  1758M     0    12    12   0:26:14  0:03:24  0:24:33 17.3M      
  6 --  1767M     0    12    12   0:26:30  0:03:24  0:24:47 17.1M      
  6 --  1775M     0    12    12   0:26:28  0:03:25  0:24:45 17.2M      
  6 --  1784M     0    12    12   0:27:06  0:03:25  0:25:20 16.8M      
  6 --  1792M     0    12    12   0:27:07  0:03:26  0:25:20 16.8M      
  6 --  1802M     0    12    12   0:26:55  0:03:26  0:25:08 16.9M      
  6 --  1809M     0    12    12   0:26:41  0:03:27  0:24:55 17.0M      
  6 --  1817M     0    12    12   0:27:05  0:03:27  0:25:17 16.8M      
  6 --  1825M     0    12    12   0:27:12  0:03:28  0:25:23 16.7M      
  6 --  1833M     0    12    12   0:27:44  0:03:28  0:25:52 16.4M      
  6 --  1842M     0    12    12   0:27:18  0:03:29  0:25:28 16.6M      
  6 --  1851M     0    12    12   0:27:19  0:03:29  0:25:28 16.6M      
  6 --  1860M     0    12    12   0:27:03  0:03:30  0:25:13 16.8M      
  6 --  1868M     0    12    12   0:27:12  0:03:30  0:25:20 16.7M      
  6 --  1877M     0    12    12   0:27:30  0:03:31  0:25:36 16.5M      
  6 --  1884M     0    12    12   0:27:32  0:03:31  0:25:38 16.5M      
  6 --  1893M     0    12    12   0:27:00  0:03:32  0:25:08 16.8M      
  6 --  1902M     0    12    12   0:26:47  0:03:32  0:24:55 17.0M      
  6 --  1911M     0    12    12   0:26:35  0:03:33  0:24:44 17.1M      
  7 --  1919M     0    12    12   0:26:55  0:03:33  0:25:01 16.9M      
  7 --  1927M     0    12    12   0:27:17  0:03:34  0:25:22 16.6M      
  7 --  1935M     0    12    12   0:27:27  0:03:34  0:25:30 16.5M      
  7 --  1943M     0    12    12   0:27:45  0:03:35  0:25:46 16.4M      
  7 --  1952M     0    12    12   0:27:27  0:03:35  0:25:30 16.5M      
  7 --  1960M     0    12    12   0:27:22  0:03:36  0:25:24 16.6M      
  7 --  1968M     0    12    12   0:27:35  0:03:36  0:25:35 16.5M      
  7 --  1976M     0    12    12   0:28:06  0:03:37  0:26:04 16.2M      
  7 --  1984M     0    12    12   0:28:05  0:03:37  0:26:03 16.2M      
  7 --  1993M     0    12    12   0:28:03  0:03:38  0:26:01 16.2M      
  7 --  2002M     0    12    12   0:27:37  0:03:38  0:25:36 16.4M      
  7 --  2010M     0    12    12   0:27:31  0:03:39  0:25:30 16.5M      
  7 --  2019M     0    12    12   0:27:01  0:03:39  0:25:01 16.8M      
  7 --  2028M     0    12    12   0:27:06  0:03:40  0:25:05 16.8M      
  7 --  2037M     0    12    12   0:26:33  0:03:40  0:24:34 17.1M      
  7 --  2046M     0    12    12   0:26:21  0:03:41  0:24:23 17.2M      
  7 --  2055M     0    12    12   0:25:58  0:03:41  0:24:01 17.5M      
  7 --  2065M     0    12    12   0:25:37  0:03:42  0:23:41 17.7M      
  7 --  2072M     0    12    12   0:26:09  0:03:42  0:24:10 17.4M      
  7 --  2082M     0    12    12   0:25:48  0:03:43  0:23:50 17.6M      
  7 --  2090M     0    12    12   0:25:44  0:03:43  0:23:46 17.7M      
  7 --  2098M     0    12    12   0:26:02  0:03:44  0:24:02 17.4M      
  7 --  2105M     0    12    12   0:26:41  0:03:44  0:24:37 17.0M      
  7 --  2114M     0    12    12   0:26:55  0:03:45  0:24:50 16.9M      
  7 --  2124M     0    12    12   0:26:42  0:03:45  0:24:37 17.0M      
  7 --  2132M     0    12    12   0:26:41  0:03:46  0:24:36 17.0M      
  7 --  2139M     0    12    12   0:27:42  0:03:46  0:25:32 16.4M      
  7 --  2148M     0    12    12   0:26:53  0:03:47  0:24:47 16.9M      
  7 --  2156M     0    12    12   0:27:34  0:03:47  0:25:24 16.5M      
  7 --  2163M     0    12    12   0:28:24  0:03:48  0:26:09 16.0M      
  7 --  2172M     0    12    12   0:28:06  0:03:48  0:25:52 16.2M      
  7 --  2179M     0    12    12   0:28:05  0:03:49  0:25:51 16.2M      
  7 --  2186M     0    12    12   0:28:55  0:03:49  0:26:36 15.7M      
  8 --  2192M     0    12    12   0:30:27  0:03:50  0:28:00 14.9M      
  8 --  2199M     0    12    12   0:31:15  0:03:50  0:28:44 14.5M      
  8 --  2205M     0    12    12   0:31:34  0:03:51  0:29:01 14.4M      
  8 --  2212M     0    12    12   0:32:45  0:03:51  0:30:06 13.9M      
  8 --  2218M     0    12    12   0:33:30  0:03:52  0:30:47 13.6M      
  8 --  2225M     0    12    12   0:33:40  0:03:52  0:30:55 13.5M      
  8 --  2232M     0    12    12   0:34:28  0:03:53  0:31:39 13.2M      
  8 --  2238M     0    12    12   0:35:04  0:03:53  0:32:11 12.9M      
  8 --  2244M     0    12    12   0:35:27  0:03:54  0:32:32 12.8M      
  8 --  2251M     0    12    12   0:35:21  0:03:54  0:32:27 12.8M      
  8 --  2257M     0    12    12   0:35:50  0:03:55  0:32:52 12.7M      
  8 --  2263M     0    12    12   0:35:59  0:03:55  0:33:00 12.6M      
  8 --  2269M     0    12    12   0:36:13  0:03:56  0:33:13 12.5M      
  8 --  2275M     0    12    12   0:36:33  0:03:56  0:33:30 12.4M      
  8 --  2281M     0    12    12   0:36:37  0:03:57  0:33:33 12.4M      
  8 --  2288M     0    12    12   0:37:00  0:03:57  0:33:54 12.3M      
  8 --  2294M     0    12    12   0:36:50  0:03:58  0:33:44 12.3M      
  8 --  2301M     0    12    12   0:36:22  0:03:58  0:33:18 12.5M      
  8 --  2308M     0    12    12   0:35:42  0:03:59  0:32:41 12.7M      
  8 --  2315M     0    12    12   0:35:16  0:03:59  0:32:17 12.9M      
  8 --  2322M     0    12    12   0:34:51  0:04:00  0:31:54 13.0M      
  8 --  2330M     0    12    12   0:34:00  0:04:00  0:31:07 13.3M      
  8 --  2335M     0    12    12   0:34:25  0:04:01  0:31:29 13.2M      
  8 --  2343M     0    12    12   0:33:32  0:04:01  0:30:40 13.5M      
  8 --  2350M     0    12    12   0:33:30  0:04:02  0:30:37 13.6M      
  8 --  2356M     0    12    12   0:33:21  0:04:02  0:30:28 13.6M      
  8 --  2364M     0    12    12   0:32:47  0:04:03  0:29:56 13.9M      
  8 --  2372M     0    12    12   0:32:33  0:04:03  0:29:44 13.9M      
  8 --  2379M     0    12    12   0:32:24  0:04:04  0:29:35 14.0M      
  8 --  2387M     0    12    12   0:31:54  0:04:04  0:29:07 14.2M      
  8 --  2393M     0    12    12   0:32:49  0:04:05  0:29:57 13.8M      
  8 --  2401M     0    12    12   0:31:37  0:04:06  0:28:51 14.4M      
  8 --  2408M     0    12    12   0:31:52  0:04:06  0:29:04 14.2M      
  8 --  2417M     0    12    12   0:30:56  0:04:07  0:28:12 14.7M      
  8 --  2425M     0    12    12   0:30:08  0:04:07  0:27:27 15.1M      
  8 --  2434M     0    12    12   0:29:43  0:04:08  0:27:05 15.3M      
  8 --  2443M     0    12    12   0:29:11  0:04:08  0:26:34 15.6M      
  8 --  2451M     0    12    12   0:28:45  0:04:09  0:26:11 15.8M      
  8 --  2460M     0    12    12   0:28:30  0:04:09  0:25:56 15.9M      
  9 --  2468M     0    12    12   0:27:37  0:04:10  0:25:07 16.4M      
  9 --  2476M     0    12    12   0:27:43  0:04:10  0:25:12 16.4M      
  9 --  2483M     0    12    12   0:27:42  0:04:11  0:25:11 16.4M      
  9 --  2491M     0    12    12   0:28:13  0:04:11  0:25:39 16.1M      
  9 --  2498M     0    12    12   0:28:36  0:04:12  0:25:59 15.9M      
  9 --  2506M     0    12    12   0:28:56  0:04:12  0:26:17 15.7M      
  9 --  2513M     0    12    12   0:29:33  0:04:13  0:26:50 15.4M      
  9 --  2522M     0    12    12   0:29:27  0:04:13  0:26:44 15.4M      
  9 --  2529M     0    12    12   0:30:20  0:04:14  0:27:32 15.0M      
  9 --  2533M     0    12    12   0:32:10  0:04:14  0:29:11 14.1M      
  9 --  2539M     0    12    12   0:33:09  0:04:15  0:30:04 13.7M      
  9 --  2540M     0    12    12   0:36:56  0:04:15  0:33:30 12.3M      
  9 --  2543M     0    12    12   0:40:25  0:04:16  0:36:39 11.2M      
  9 --  2546M     0    12    12   0:44:10  0:04:16  0:40:03 10.3M      
  9 --  2550M     0    12    12   0:49:05  0:04:17  0:44:30 9504k      
  9 --  2552M     0    12    12   0:55:38  0:04:17  0:50:26 8386k      
  9 --  2555M     0    12    12   1:05:39  0:04:18  0:59:31 7106k      
  9 --  2558M     0    12    12   1:13:43  0:04:18  1:06:49 6329k      
  9 --  2563M     0    12    12   1:11:23  0:04:19  1:04:41 6536k      
  9 --  2573M     0    12    12   1:07:36  0:04:20  1:01:14 6901k      
  9 --  2583M     0    12    12   0:53:56  0:04:20  0:48:50 8650k      
  9 --  2592M     0    12    12   0:47:28  0:04:21  0:42:58 9828k      
  9 --  2600M     0    12    12   0:42:52  0:04:21  0:38:47 10.6M      
  9 --  2608M     0    12    12   0:39:12  0:04:22  0:35:28 11.6M      
  9 --  2616M     0    12    12   0:35:37  0:04:22  0:32:13 12.7M      
  9 --  2624M     0    12    12   0:32:35  0:04:23  0:29:27 13.9M      
  9 --  2633M     0    12    12   0:29:50  0:04:23  0:26:57 15.2M      
  9 --  2643M     0    12    12   0:28:22  0:04:24  0:25:38 16.0M      
  9 --  2652M     0    12    12   0:26:11  0:04:24  0:23:39 17.3M      
  9 --  2662M     0    12    12   0:26:17  0:04:25  0:23:43 17.3M      
  9 --  2671M     0    12    12   0:26:08  0:04:25  0:23:35 17.4M      
  9 --  2680M     0    12    12   0:25:42  0:04:26  0:23:10 17.7M      
  9 --  2689M     0    12    12   0:25:19  0:04:26  0:22:50 17.9M      
  9 --  2700M     0    12    12   0:24:47  0:04:27  0:22:20 18.3M      
  9 --  2709M     0    12    12   0:24:25  0:04:27  0:22:00 18.6M      
  9 --  2718M     0    12    12   0:24:41  0:04:28  0:22:13 18.4M      
  9 --  2727M     0    12    12   0:24:43  0:04:28  0:22:15 18.4M      
 10 --  2734M     0    12    12   0:25:24  0:04:29  0:22:52 17.9M      
 10 --  2743M     0    12    12   0:25:31  0:04:29  0:22:57 17.8M      
 10 --  2753M     0    12    12   0:25:21  0:04:30  0:22:48 17.9M      
 10 --  2761M     0    12    12   0:25:44  0:04:30  0:23:08 17.7M      
 10 --  2769M     0    12    12   0:26:10  0:04:31  0:23:31 17.4M      
 10 --  2777M     0    12    12   0:27:00  0:04:31  0:24:15 16.8M      
 10 --  2784M     0    12    12   0:27:44  0:04:32  0:24:54 16.4M      
 10 --  2792M     0    12    12   0:27:53  0:04:32  0:25:02 16.3M      
 10 --  2800M     0    12    12   0:28:37  0:04:33  0:25:41 15.9M      
 10 --  2808M     0    12    12   0:28:17  0:04:33  0:25:23 16.1M      
 10 --  2815M     0    12    12   0:29:13  0:04:34  0:26:12 15.5M      
 10 --  2821M     0    12    12   0:30:16  0:04:34  0:27:09 15.0M      
 10 --  2828M     0    12    12   0:31:07  0:04:35  0:27:54 14.6M      
 10 --  2835M     0    12    12   0:31:43  0:04:35  0:28:26 14.3M      
 10 --  2840M     0    12    12   0:32:53  0:04:36  0:29:28 13.8M      
 10 --  2848M     0    12    12   0:32:45  0:04:36  0:29:20 13.9M      
 10 --  2854M     0    12    12   0:33:53  0:04:37  0:30:20 13.4M      
 10 --  2860M     0    12    12   0:34:33  0:04:38  0:30:56 13.1M      
 10 --  2866M     0    12    12   0:35:46  0:04:38  0:32:01 12.7M      
 10 --  2872M     0    12    12   0:36:11  0:04:39  0:32:23 12.5M      
 10 --  2878M     0    12    12   0:36:19  0:04:39  0:32:29 12.5M      
 10 --  2884M     0    12    12   0:36:48  0:04:40  0:32:55 12.3M      
 10 --  2891M     0    12    12   0:36:40  0:04:40  0:32:48 12.4M      
 10 --  2897M     0    12    12   0:35:55  0:04:41  0:32:07 12.6M      
 10 --  2904M     0    12    12   0:36:52  0:04:41  0:32:57 12.3M      
 10 --  2910M     0    12    12   0:36:21  0:04:42  0:32:29 12.5M      
 10 --  2917M     0    12    12   0:35:56  0:04:42  0:32:06 12.6M      
 10 --  2925M     0    12    12   0:34:58  0:04:43  0:31:13 13.0M      
 10 --  2932M     0    12    12   0:34:31  0:04:43  0:30:49 13.1M      
 10 --  2938M     0    12    12   0:34:39  0:04:44  0:30:56 13.1M      
 10 --  2944M     0    12    12   0:34:27  0:04:44  0:30:44 13.2M      
 10 --  2951M     0    12    12   0:34:36  0:04:45  0:30:52 13.1M      
 10 --  2958M     0    12    12   0:34:35  0:04:45  0:30:50 13.1M      
 10 --  2964M     0    12    12   0:34:32  0:04:46  0:30:48 13.1M      
 10 --  2970M     0    12    12   0:35:08  0:04:46  0:31:19 12.9M      
 10 --  2977M     0    12    12   0:35:06  0:04:47  0:31:17 12.9M      
 10 --  2982M     0    12    12   0:36:07  0:04:47  0:32:10 12.6M      
 10 --  2988M     0    12    12   0:37:00  0:04:48  0:32:57 12.3M      
 10 --  2994M     0    12    12   0:37:12  0:04:48  0:33:08 12.2M      
 10 --  3000M     0    12    12   0:37:03  0:04:49  0:32:59 12.2M      
 10 --  3007M     0    12    12   0:36:54  0:04:49  0:32:50 12.3M      
 11 --  3014M     0    12    12   0:36:48  0:04:50  0:32:44 12.3M      
 11 --  3020M     0    12    12   0:36:45  0:04:50  0:32:42 12.3M      
 11 --  3027M     0    12    12   0:35:48  0:04:51  0:31:50 12.7M      
 11 --  3034M     0    12    12   0:36:05  0:04:51  0:32:04 12.6M      
 11 --  3041M     0    12    12   0:35:24  0:04:52  0:31:28 12.8M      
 11 --  3047M     0    12    12   0:34:45  0:04:52  0:30:53 13.1M      
 11 --  3054M     0    12    12   0:34:37  0:04:53  0:30:45 13.1M      
 11 --  3060M     0    12    12   0:34:46  0:04:53  0:30:53 13.1M      
 11 --  3066M     0    12    12   0:35:01  0:04:54  0:31:05 13.0M      
 11 --  3073M     0    12    12   0:34:47  0:04:54  0:30:52 13.0M      
 11 --  3080M     0    12    12   0:34:36  0:04:55  0:30:42 13.1M      
 11 --  3088M     0    12    12   0:33:59  0:04:55  0:30:08 13.4M      
 11 --  3095M     0    12    12   0:33:33  0:04:56  0:29:45 13.5M      
 11 --  3102M     0    12    12   0:33:26  0:04:56  0:29:38 13.6M      
 11 --  3110M     0    12    12   0:32:54  0:04:57  0:29:09 13.8M      
 11 --  3118M     0    12    12   0:31:52  0:04:57  0:28:14 14.2M      
 11 --  3127M     0    12    12   0:30:33  0:04:58  0:27:04 14.9M      
 11 --  3135M     0    12    12   0:30:00  0:04:58  0:26:34 15.1M      
 11 --  3144M     0    12    12   0:28:54  0:04:59  0:25:34 15.7M      
 11 --  3153M     0    12    12   0:28:20  0:04:59  0:25:04 16.0M      
 11 --  3161M     0    12    12   0:28:07  0:05:00  0:24:52 16.1M      
 11 --  3171M     0    12    12   0:27:06  0:05:00  0:23:58 16.8M      
 11 --  3181M     0    12    12   0:26:19  0:05:01  0:23:15 17.3M      
 11 --  3189M     0    12    12   0:26:11  0:05:01  0:23:08 17.3M      
 11 --  3197M     0    12    12   0:26:22  0:05:02  0:23:17 17.2M      
 11 --  3204M     0    12    12   0:27:02  0:05:02  0:23:52 16.8M      
 11 --  3211M     0    12    12   0:27:01  0:05:03  0:23:50 16.8M      
 11 --  3221M     0    12    12   0:26:56  0:05:03  0:23:45 16.9M      
 11 --  3229M     0    12    12   0:27:03  0:05:04  0:23:51 16.8M      
 11 --  3237M     0    12    12   0:27:21  0:05:04  0:24:06 16.6M      
 11 --  3246M     0    12    12   0:27:49  0:05:05  0:24:31 16.3M      
 11 --  3253M     0    12    12   0:28:50  0:05:05  0:25:24 15.7M      
 11 --  3260M     0    12    12   0:29:00  0:05:06  0:25:33 15.7M      
 11 --  3269M     0    12    12   0:28:38  0:05:06  0:25:12 15.9M      
 11 --  3277M     0    12    12   0:28:14  0:05:07  0:24:51 16.1M      
 12 --  3285M     0    12    12   0:28:09  0:05:07  0:24:46 16.1M      
 12 --  3293M     0    12    12   0:28:47  0:05:08  0:25:19 15.8M      
 12 --  3301M     0    12    12   0:28:45  0:05:08  0:25:17 15.8M      
 12 --  3310M     0    12    12   0:28:32  0:05:09  0:25:04 15.9M      
 12 --  3318M     0    12    12   0:28:36  0:05:09  0:25:07 15.9M      
 12 --  3326M     0    12    12   0:28:11  0:05:10  0:24:45 16.1M      
 12 --  3334M     0    12    12   0:28:06  0:05:10  0:24:40 16.2M      
 12 --  3342M     0    12    12   0:28:14  0:05:11  0:24:47 16.1M      
 12 --  3350M     0    12    12   0:28:11  0:05:11  0:24:44 16.1M      
 12 --  3358M     0    12    12   0:28:10  0:05:12  0:24:42 16.1M      
 12 --  3367M     0    12    12   0:28:05  0:05:12  0:24:37 16.2M      
 12 --  3376M     0    12    12   0:27:47  0:05:13  0:24:21 16.3M      
 12 --  3384M     0    12    12   0:27:43  0:05:13  0:24:17 16.4M      
 12 --  3393M     0    12    12   0:27:42  0:05:14  0:24:15 16.4M      
 12 --  3402M     0    12    12   0:27:23  0:05:14  0:23:58 16.6M      
 12 --  3411M     0    12    12   0:26:58  0:05:15  0:23:36 16.8M      
 12 --  3420M     0    12    12   0:26:51  0:05:15  0:23:30 16.9M      
 12 --  3429M     0    12    12   0:26:16  0:05:16  0:22:58 17.3M      
 12 --  3439M     0    12    12   0:25:42  0:05:16  0:22:28 17.7M      
 12 --  3447M     0    12    12   0:25:54  0:05:17  0:22:38 17.5M      
 12 --  3454M     0    12    12   0:26:21  0:05:17  0:23:01 17.2M      
 12 --  3461M     0    12    12   0:27:10  0:05:18  0:23:44 16.7M      
 12 --  3467M     0    12    12   0:27:49  0:05:18  0:24:17 16.3M      
 12 --  3475M     0    12    12   0:28:24  0:05:19  0:24:48 16.0M      
 12 --  3483M     0    12    12   0:28:41  0:05:19  0:25:02 15.8M      
 12 --  3490M     0    12    12   0:29:17  0:05:20  0:25:33 15.5M      
 12 --  3498M     0    12    12   0:30:21  0:05:20  0:26:28 15.0M      
 12 --  3505M     0    12    12   0:31:24  0:05:21  0:27:22 14.5M      
 12 --  3513M     0    12    12   0:31:37  0:05:21  0:27:33 14.4M      
 12 --  3520M     0    12    12   0:31:49  0:05:22  0:27:43 14.3M      
 12 --  3526M     0    12    12   0:31:43  0:05:22  0:27:38 14.3M      
 12 --  3534M     0    12    12   0:31:26  0:05:23  0:27:22 14.4M      
 12 --  3540M     0    12    12   0:31:39  0:05:23  0:27:33 14.3M      
